,id,date,store_nbr,item_nbr,unit_sales,onpromotion,class,outlier_flag,holiday_flag,expanding_mean,lag_7,lag_30,rolling_std_7,lag_1,lag_2,lag_12,rolling_mean_7,dcoilwtico
50,16496949,2014-01-04,34,106716,8.0,0.0,1032,0,0,4.207609909118919,2.0,,2.3804761428476184,1.0,2.0,,3.0,93.66
52,16498339,2014-01-04,35,106716,3.0,0.0,1032,0,0,4.164480983793243,1.0,,2.2146697055682845,8.0,1.0,,3.2857142857142856,93.66
54,16499184,2014-01-04,36,106716,9.0,0.0,1032,0,0,4.331223018834855,3.0,,3.0783421635988555,3.0,8.0,,4.142857142857143,93.66
56,16522916,2014-01-04,51,106716,2.0,0.0,1032,0,0,4.253515584873693,3.0,,3.16227766016838,9.0,3.0,,4.0,93.66
57,16553679,2014-01-05,24,106716,4.0,0.0,1032,0,0,4.245337662780993,3.0,3.0,3.132015933791496,2.0,9.0,,4.142857142857143,93.66
59,16556359,2014-01-05,26,106716,6.0,0.0,1032,0,0,4.300170860819087,2.0,2.0,3.039423504234848,4.0,2.0,,4.714285714285714,93.66
61,16557650,2014-01-05,27,106716,5.0,0.0,1032,0,0,4.32137780443063,1.0,8.0,2.563479777846623,6.0,4.0,,5.285714285714286,93.66
63,16559245,2014-01-05,28,106716,2.0,0.0,1032,0,0,4.253101986653258,8.0,4.0,2.507132682112036,5.0,6.0,,4.428571428571429,93.66
65,16560729,2014-01-05,30,106716,2.0,0.0,1032,0,0,4.188727644177451,3.0,3.0,2.627691364061219,2.0,5.0,,4.285714285714286,93.66
69,16566314,2014-01-05,35,106716,1.0,0.0,1032,0,0,4.100151876283633,9.0,1.0,1.8644544714716111,2.0,2.0,,3.142857142857143,93.66
71,16567125,2014-01-05,36,106716,3.0,0.0,1032,0,0,4.07041804178948,2.0,7.0,1.799470821684877,1.0,2.0,,3.2857142857142856,93.66
73,16590372,2014-01-05,51,106716,7.0,0.0,1032,0,0,4.147512303847652,4.0,6.0,2.288688541085319,3.0,1.0,,3.7142857142857135,93.66
75,16619391,2014-01-06,24,106716,4.0,0.0,1032,0,0,4.143729937082328,6.0,4.0,2.0701966780270644,7.0,3.0,,3.4285714285714284,93.12
77,16622091,2014-01-06,26,106716,6.0,0.0,1032,0,0,4.19013668865527,5.0,13.605467546210788,2.2253945610567487,4.0,7.0,,3.571428571428572,93.12
79,16623115,2014-01-06,27,106716,2.0,0.0,1032,0,0,4.136718720639287,2.0,2.0,2.2253945610567487,6.0,4.0,,3.571428571428572,93.12
81,16624466,2014-01-06,28,106716,3.0,0.0,1032,0,0,4.109653989195495,2.0,7.0,2.1380899352993965,2.0,6.0,,3.7142857142857135,93.12
83,16625721,2014-01-06,30,106716,6.0,0.0,1032,0,0,4.153615524330483,1.0,7.0,1.9023794624226849,3.0,2.0,,4.428571428571429,93.12
85,16627842,2014-01-06,32,106716,1.0,0.0,1032,0,0,4.081942444232063,3.0,4.0,2.2677868380553647,6.0,3.0,,4.142857142857143,93.12
87,16629610,2014-01-06,34,106716,3.0,0.0,1032,0,0,4.057899278804684,7.0,2.0,1.9023794624226855,1.0,6.0,,3.571428571428572,93.12
89,16630882,2014-01-06,35,106716,4.0,0.0,1032,0,0,4.056640598830669,4.0,2.0,1.9023794624226855,3.0,1.0,,3.571428571428572,93.12
91,16631669,2014-01-06,36,106716,6.0,0.0,1032,0,0,4.097988671195974,6.0,6.0,1.9023794624226855,4.0,3.0,,3.571428571428572,93.12
93,16653307,2014-01-06,51,106716,1.0,0.0,1032,0,0,4.0334472405460575,2.0,2.0,2.070196678027065,6.0,4.0,,3.4285714285714284,93.12
95,16682279,2014-01-07,24,106716,7.0,0.0,1032,0,0,4.093989133596138,3.0,7.0,2.449489742783179,1.0,6.0,,4.0,93.31
97,16684964,2014-01-07,26,106716,3.0,0.0,1032,0,0,4.072109350924215,6.0,2.0,2.299068134204442,7.0,1.0,,3.571428571428572,93.31
98,16685980,2014-01-07,27,106716,5.0,0.0,1032,0,0,4.090303285219819,1.0,1.0,2.035400978396431,3.0,7.0,,4.142857142857143,93.31
100,16687315,2014-01-07,28,106716,3.0,0.0,1032,0,0,4.069335914350207,3.0,3.0,2.035400978396431,5.0,3.0,,4.142857142857143,93.31
102,16688608,2014-01-07,30,106716,1.0,0.0,1032,0,0,4.011423915966241,4.0,3.0,2.360387377408331,3.0,5.0,,3.7142857142857135,93.31
104,16690847,2014-01-07,32,106716,5.0,0.0,1032,0,0,4.029730880485385,6.0,3.0,2.225394561056749,1.0,3.0,,3.571428571428572,93.31
106,16692634,2014-01-07,34,106716,6.0,0.0,1032,0,0,4.06555395538565,1.0,2.0,2.058663459163552,5.0,1.0,,4.285714285714286,93.31
108,16693896,2014-01-07,35,106716,3.0,0.0,1032,0,0,4.046526206182335,7.0,1.0,1.7043362064926957,6.0,5.0,,3.7142857142857135,93.31
110,16694623,2014-01-07,36,106716,6.0,0.0,1032,0,0,4.080797676249312,3.0,8.0,1.8644544714716105,3.0,6.0,,4.142857142857143,93.31
112,16716004,2014-01-07,51,106716,1.0,0.0,1032,0,0,4.027680474934669,5.0,3.0,2.1491969707422416,6.0,3.0,,3.571428571428572,93.31
113,16745293,2014-01-08,24,106716,5.0,0.0,1032,0,0,4.044160466884929,3.0,9.0,2.193062655175136,1.0,6.0,,3.857142857142857,91.9
117,16750518,2014-01-08,28,106716,3.0,0.0,1032,0,0,4.026757792436846,1.0,2.0,1.8644544714716107,5.0,1.0,,4.142857142857143,91.9
119,16751782,2014-01-08,30,106716,2.0,0.0,1032,0,0,3.993532254855914,5.0,4.0,1.97604704011871,3.0,5.0,,3.7142857142857135,91.9
121,16753860,2014-01-08,32,106716,3.0,0.0,1032,0,0,3.977507541067916,6.0,6.0,1.7043362064926972,2.0,3.0,,3.2857142857142856,91.9
123,16755591,2014-01-08,34,106716,3.0,0.0,1032,0,0,3.961991548352552,3.0,5.0,1.7043362064926972,3.0,2.0,,3.2857142857142856,91.9
125,16756849,2014-01-08,35,106716,1.0,0.0,1032,0,0,3.915710430409544,6.0,2.0,1.3972762620115502,3.0,3.0,,2.571428571428572,91.9
127,16757447,2014-01-08,36,106716,5.0,0.0,1032,0,0,3.9323918084032425,1.0,2.0,1.4638501094228047,1.0,3.0,,3.142857142857143,91.9
129,16779255,2014-01-08,51,106716,3.0,0.0,1032,0,0,3.918264659791072,5.0,1.0,1.2149857925879184,5.0,1.0,,2.857142857142857,91.9
131,16808036,2014-01-09,24,106716,4.0,0.0,1032,0,0,3.919484590241952,3.0,3.0,1.2909944487358116,3.0,5.0,,3.0,91.36
133,16810704,2014-01-09,26,106716,3.0,0.0,1032,0,0,3.905962758032512,2.0,7.0,1.2149857925879175,4.0,3.0,,3.142857142857143,91.36
135,16811636,2014-01-09,27,106716,3.0,0.0,1032,0,0,3.892832862988562,3.0,4.0,1.2149857925879175,3.0,4.0,,3.142857142857143,91.36
137,16812997,2014-01-09,28,106716,2.0,0.0,1032,0,0,3.865792393517297,3.0,6.0,1.2909944487358116,3.0,3.0,,3.0,91.36
139,16814246,2014-01-09,30,106716,2.0,0.0,1032,0,0,3.839513627411419,1.0,2.0,1.0690449676497042,2.0,3.0,,3.142857142857143,91.36
142,16818130,2014-01-09,34,106716,10.0,0.0,1032,0,0,3.925075938141816,5.0,3.0,2.7945525240230893,2.0,2.0,,3.857142857142857,91.36
144,16819411,2014-01-09,35,106716,2.0,0.0,1032,0,0,3.8987050348796,3.0,6.0,2.870208222079933,10.0,2.0,,3.7142857142857135,91.36
146,16820120,2014-01-09,36,106716,4.0,0.0,1032,0,0,3.900073885759605,4.0,1.0,2.870208222079933,2.0,10.0,,3.7142857142857135,91.36
148,16841352,2014-01-09,51,106716,1.0,0.0,1032,0,0,3.861406233949477,3.0,3.0,3.0472470011002226,4.0,2.0,,3.4285714285714284,91.36
149,16869992,2014-01-10,24,106716,8.0,0.0,1032,0,0,3.9158614150817206,3.0,4.0,3.4846602621858493,1.0,4.0,,4.142857142857143,92.39
151,16872863,2014-01-10,26,106716,6.0,0.0,1032,0,0,3.942928149950789,2.0,6.0,3.4016802570830458,8.0,1.0,,4.714285714285714,92.39
152,16873879,2014-01-10,27,106716,3.0,0.0,1032,0,0,3.930839327515523,2.0,1.0,3.28778402720188,6.0,8.0,,4.857142857142857,92.39
154,16875287,2014-01-10,28,106716,2.0,0.0,1032,0,0,3.906398323369757,10.0,7.0,2.4976179127511173,3.0,6.0,,3.7142857142857135,92.39
156,16876494,2014-01-10,30,106716,1.0,0.0,1032,0,0,3.8700683443276342,2.0,3.0,2.636736799982312,2.0,3.0,,3.571428571428572,92.39
159,16880360,2014-01-10,34,106716,3.0,0.0,1032,0,0,3.8593267598297625,4.0,5.0,2.636736799982312,1.0,2.0,,3.4285714285714284,92.39
161,16881705,2014-01-10,35,106716,1.0,0.0,1032,0,0,3.8244569212952535,1.0,3.0,2.636736799982312,3.0,1.0,,3.4285714285714284,92.39
163,16882342,2014-01-10,36,106716,1.0,0.0,1032,0,0,3.790427319833865,8.0,1.0,1.812653934349936,1.0,3.0,,2.4285714285714284,92.39
165,16904075,2014-01-10,51,106716,1.0,0.0,1032,0,0,3.7572079469787,6.0,5.0,0.9511897312113518,1.0,1.0,,1.7142857142857142,92.39
167,16935395,2014-01-11,24,106716,4.0,0.0,1032,0,0,3.760064324073068,3.0,6.0,1.2149857925879193,1.0,1.0,,1.8571428571428568,92.39
169,16938396,2014-01-11,26,106716,2.0,0.0,1032,0,0,3.73959845983966,2.0,3.0,1.2149857925879193,4.0,1.0,,1.8571428571428568,92.39
170,16939586,2014-01-11,27,106716,2.0,0.0,1032,0,0,3.719603075243802,1.0,6.0,1.154700538379259,2.0,4.0,,2.0,92.39
172,16941110,2014-01-11,28,106716,1.0,0.0,1032,0,0,3.688698494843304,3.0,1.0,1.112697280528382,2.0,2.0,,1.7142857142857142,92.39
174,16942507,2014-01-11,30,106716,3.0,0.0,1032,0,0,3.680960309507986,1.0,5.0,1.1547005383792592,1.0,2.0,,2.0,92.39
177,16946765,2014-01-11,34,106716,8.0,0.0,1032,0,0,3.728949639402342,1.0,3.0,2.449489742783181,3.0,1.0,,3.0,92.39
179,16948101,2014-01-11,35,106716,3.0,0.0,1032,0,0,3.720939203804514,1.0,2.0,2.28868854108532,8.0,3.0,3.0,3.2857142857142856,92.39
181,16948857,2014-01-11,36,106716,7.0,0.0,1032,0,0,3.756581168980552,4.0,3.0,2.690370836538199,3.0,8.0,2.0,3.7142857142857135,92.39
183,16972298,2014-01-11,51,106716,2.0,0.0,1032,0,0,3.737693199421621,2.0,3.0,2.690370836538199,7.0,3.0,8.0,3.7142857142857135,92.39
184,17002930,2014-01-12,24,106716,2.0,0.0,1032,0,0,3.7192071015554338,2.0,1.0,2.690370836538199,2.0,7.0,4.0,3.7142857142857135,92.39
186,17005683,2014-01-12,26,106716,4.0,0.0,1032,0,0,3.722162816275903,1.0,5.0,2.4102953780654803,2.0,2.0,3.0,4.142857142857143,92.39
188,17006904,2014-01-12,27,106716,6.0,0.0,1032,0,0,3.745890286939696,3.0,3.0,2.4397501823713337,4.0,2.0,1.0,4.571428571428571,92.39
190,17008479,2014-01-12,28,106716,1.0,0.0,1032,0,0,3.7175821396516575,8.0,4.0,2.2253945610567496,6.0,4.0,7.0,3.571428571428572,92.39
192,17009987,2014-01-12,30,106716,2.0,0.0,1032,0,0,3.700055791287865,3.0,3.0,2.2990681342044423,1.0,6.0,6.0,3.4285714285714284,92.39
194,17012309,2014-01-12,32,106716,1.0,0.0,1032,0,0,3.6727825004667753,7.0,3.0,1.812653934349936,2.0,1.0,4.0,2.571428571428572,92.39
196,17014257,2014-01-12,34,106716,6.0,0.0,1032,0,0,3.696054675462108,2.0,2.0,2.193062655175137,1.0,2.0,13.605467546210788,3.142857142857143,92.39
198,17015588,2014-01-12,35,106716,3.0,0.0,1032,0,0,3.689163045011988,2.0,2.0,2.138089935299398,6.0,1.0,2.0,3.2857142857142856,92.39
199,17016352,2014-01-12,36,106716,4.0,0.0,1032,0,0,3.692210466139321,4.0,10.0,2.138089935299398,3.0,6.0,7.0,3.2857142857142856,92.39
201,17039507,2014-01-12,51,106716,4.0,0.0,1032,0,0,3.6951987140408815,6.0,2.0,1.8257418583505571,4.0,3.0,7.0,3.0,92.39
202,17069157,2014-01-13,24,106716,2.0,0.0,1032,0,0,3.678898726405873,1.0,4.0,1.6761634196950554,4.0,4.0,4.0,3.142857142857143,91.45
204,17071826,2014-01-13,26,106716,2.0,0.0,1032,0,0,3.662909214725817,2.0,1.0,1.6761634196950554,2.0,4.0,2.0,3.142857142857143,91.45
205,17072812,2014-01-13,27,106716,2.0,0.0,1032,0,0,3.6472213919453846,1.0,8.0,1.4960264830861951,2.0,2.0,2.0,3.2857142857142856,91.45
207,17075438,2014-01-13,30,106716,1.0,0.0,1032,0,0,3.6224810051047736,6.0,6.0,1.133893419027689,2.0,2.0,6.0,2.571428571428572,91.45
210,17079435,2014-01-13,34,106716,4.0,0.0,1032,0,0,3.625976551353804,3.0,3.0,1.2535663410560236,1.0,2.0,2.0,2.7142857142857144,91.45
212,17081447,2014-01-13,36,106716,6.0,0.0,1032,0,0,3.64775658299276,4.0,2.0,1.7320508075688814,4.0,1.0,7.0,3.0,91.45
214,17103133,2014-01-13,51,106716,2.0,0.0,1032,0,0,3.632776977692825,4.0,1.0,1.704336206492698,6.0,4.0,2.0,2.7142857142857144,91.45
215,17131945,2014-01-14,24,106716,3.0,0.0,1032,0,0,3.627076284200097,2.0,3.0,1.676163419695056,2.0,6.0,1.0,2.857142857142857,92.15
217,17134589,2014-01-14,26,106716,3.0,0.0,1032,0,0,3.621477388805453,2.0,1.0,1.6329931618554565,3.0,2.0,3.0,3.0,92.15
218,17135533,2014-01-14,27,106716,1.0,0.0,1032,0,0,3.5982784738602724,2.0,1.0,1.772810520855841,3.0,3.0,3.0,2.857142857142857,92.15
219,17136849,2014-01-14,28,106716,2.0,0.0,1032,0,0,3.584258487247463,1.0,1.0,1.6329931618554565,1.0,3.0,3.0,3.0,92.15
221,17138120,2014-01-14,30,106716,4.0,0.0,1032,0,0,3.5878736308366155,4.0,4.0,1.6329931618554565,2.0,1.0,2.0,3.0,92.15
223,17140305,2014-01-14,32,106716,4.0,0.0,1032,0,0,3.591426444363886,6.0,2.0,1.1126972805283806,4.0,2.0,1.0,2.7142857142857144,92.15
225,17142091,2014-01-14,34,106716,3.0,0.0,1032,0,0,3.586371517488981,2.0,2.0,1.0690449676497045,4.0,4.0,8.0,2.857142857142857,92.15
227,17143354,2014-01-14,35,106716,8.0,0.0,1032,0,0,3.623775148696701,3.0,1.0,2.2253945610567496,3.0,4.0,3.0,3.571428571428572,92.15
229,17144081,2014-01-14,36,106716,7.0,0.0,1032,0,0,3.652146786102612,3.0,3.0,2.544836041121409,8.0,3.0,9.0,4.142857142857143,92.15
231,17165488,2014-01-14,51,106716,7.0,0.0,1032,0,0,3.68004556288509,1.0,8.0,2.3094010767585043,7.0,8.0,2.0,5.0,92.15
232,17194553,2014-01-15,24,106716,3.0,0.0,1032,0,0,3.674425351621577,2.0,3.0,2.1157009420498163,7.0,7.0,4.0,5.142857142857143,93.78
234,17197405,2014-01-15,26,106716,3.0,0.0,1032,0,0,3.668897274968941,4.0,7.0,2.2360679774997907,3.0,7.0,6.0,5.0,93.78
235,17198539,2014-01-15,27,106716,8.0,0.0,1032,0,0,3.704109492245616,4.0,2.0,2.439750182371333,3.0,3.0,5.0,5.571428571428571,93.78
236,17199980,2014-01-15,28,106716,3.0,0.0,1032,0,0,3.698431189888797,3.0,2.0,2.439750182371333,8.0,3.0,2.0,5.571428571428571,93.78
238,17201281,2014-01-15,30,106716,3.0,0.0,1032,0,0,3.6928437403696863,8.0,4.0,2.3401261667248803,3.0,8.0,2.0,4.857142857142857,93.78
241,17205165,2014-01-15,34,106716,9.0,0.0,1032,0,0,3.73496402814453,7.0,6.0,2.734262327610589,3.0,3.0,1.0,5.142857142857143,93.78
243,17206479,2014-01-15,35,106716,2.0,0.0,1032,0,0,3.721302894064652,7.0,1.0,2.819996622760559,9.0,3.0,3.0,4.428571428571429,93.78
245,17207248,2014-01-15,36,106716,6.0,0.0,1032,0,0,3.739105215204772,3.0,2.0,2.7945525240230884,2.0,9.0,7.0,4.857142857142857,93.78
247,17228979,2014-01-15,51,106716,3.0,0.0,1032,0,0,3.7333757174124864,3.0,1.0,2.7945525240230884,6.0,2.0,4.0,4.857142857142857,93.78
249,17257933,2014-01-16,24,106716,8.0,0.0,1032,0,0,3.766195904201621,8.0,6.0,2.7945525240230884,3.0,6.0,6.0,4.857142857142857,93.54
251,17260635,2014-01-16,26,106716,4.0,0.0,1032,0,0,3.767980668291685,3.0,3.0,2.708012801545321,8.0,3.0,2.0,5.0,93.54
252,17261647,2014-01-16,27,106716,3.0,0.0,1032,0,0,3.7621626329258393,3.0,4.0,2.708012801545321,4.0,8.0,3.0,5.0,93.54
253,17262986,2014-01-16,28,106716,3.0,0.0,1032,0,0,3.756432086813615,9.0,4.0,2.1157009420498167,3.0,4.0,6.0,4.142857142857143,93.54
255,17264296,2014-01-16,30,106716,1.0,0.0,1032,0,0,3.7358616981060506,2.0,2.0,2.3094010767585043,3.0,3.0,1.0,4.0,93.54
258,17268267,2014-01-16,34,106716,4.0,0.0,1032,0,0,3.73781827812008,6.0,2.0,2.1380899352993965,1.0,3.0,3.0,3.7142857142857135,93.54
260,17269580,2014-01-16,35,106716,3.0,0.0,1032,0,0,3.732393143722138,3.0,2.0,2.1380899352993965,4.0,1.0,4.0,3.7142857142857135,93.54
262,17270372,2014-01-16,36,106716,4.0,0.0,1032,0,0,3.734346478439495,8.0,1.0,1.0690449676497,3.0,4.0,6.0,3.142857142857143,93.54
264,17292190,2014-01-16,51,106716,1.0,0.0,1032,0,0,3.7145323735232663,4.0,4.0,1.2535663410560194,4.0,3.0,1.0,2.7142857142857144,93.54
266,17321043,2014-01-17,24,106716,5.0,0.0,1032,0,0,3.7237803420590714,3.0,6.0,1.5275252316519483,1.0,4.0,7.0,3.0,93.96
268,17323928,2014-01-17,26,106716,1.0,0.0,1032,0,0,3.70432476818722,3.0,2.0,1.704336206492695,5.0,1.0,3.0,2.7142857142857144,93.96
270,17324962,2014-01-17,27,106716,3.0,0.0,1032,0,0,3.6993295570653246,1.0,3.0,1.5275252316519483,1.0,5.0,5.0,3.0,93.96
272,17326330,2014-01-17,28,106716,1.0,0.0,1032,0,0,3.6803201939874,4.0,3.0,1.6183471874253756,3.0,1.0,3.0,2.571428571428572,93.96
274,17327507,2014-01-17,30,106716,2.0,0.0,1032,0,0,3.668569703120355,3.0,1.0,1.6183471874253754,1.0,3.0,1.0,2.4285714285714284,93.96
277,17331340,2014-01-17,34,106716,3.0,0.0,1032,0,0,3.663926857959797,4.0,2.0,1.496026483086193,2.0,1.0,5.0,2.2857142857142856,93.96
279,17332668,2014-01-17,35,106716,4.0,0.0,1032,0,0,3.666244603766971,1.0,4.0,1.496026483086193,3.0,2.0,6.0,2.7142857142857144,93.96
281,17333400,2014-01-17,36,106716,6.0,0.0,1032,0,0,3.682229229768567,5.0,4.0,1.7728105208558378,4.0,3.0,3.0,2.857142857142857,93.96
283,17355440,2014-01-17,51,106716,1.0,0.0,1032,0,0,3.6639827724232026,1.0,3.0,1.7728105208558378,6.0,4.0,6.0,2.857142857142857,93.96
285,17386647,2014-01-18,24,106716,8.0,0.0,1032,0,0,3.693280186123046,3.0,8.0,2.6367367999823106,1.0,6.0,1.0,3.571428571428572,93.96
287,17389658,2014-01-18,26,106716,3.0,0.0,1032,0,0,3.6886272989678575,1.0,7.0,2.4102953780654794,8.0,1.0,5.0,3.857142857142857,93.96
289,17390878,2014-01-18,27,106716,1.0,0.0,1032,0,0,3.6707031169747375,2.0,7.0,2.563479777846624,3.0,8.0,3.0,3.7142857142857135,93.96
291,17392400,2014-01-18,28,106716,2.0,0.0,1032,0,0,3.6596388579219257,3.0,3.0,2.6367367999823106,1.0,3.0,2.0,3.571428571428572,93.96
293,17393821,2014-01-18,30,106716,1.0,0.0,1032,0,0,3.6421412338566497,4.0,3.0,2.794552524023088,2.0,1.0,3.0,3.142857142857143,93.96
296,17398243,2014-01-18,34,106716,3.0,0.0,1032,0,0,3.637944232328175,6.0,8.0,2.497617912751116,1.0,2.0,3.0,2.7142857142857144,93.96
298,17399623,2014-01-18,35,106716,3.0,0.0,1032,0,0,3.633801737313057,1.0,3.0,2.380476142847617,3.0,1.0,1.0,3.0,93.96
300,17400464,2014-01-18,36,106716,10.0,0.0,1032,0,0,3.6748739841691016,8.0,3.0,3.0937725468153885,3.0,3.0,5.0,3.2857142857142856,93.96
302,17424147,2014-01-18,51,106716,3.0,0.0,1032,0,0,3.6705478688859663,3.0,9.0,3.0937725468153885,10.0,3.0,3.0,3.2857142857142856,93.96
304,17454866,2014-01-19,24,106716,8.0,0.0,1032,0,0,3.698123997109623,1.0,2.0,3.352326839390104,3.0,10.0,4.0,4.285714285714286,93.96
305,17457621,2014-01-19,26,106716,1.0,0.0,1032,0,0,3.681047262950701,2.0,6.0,3.484660262185849,8.0,3.0,3.0,4.142857142857143,93.96
307,17458922,2014-01-19,27,106716,4.0,0.0,1032,0,0,3.683053255007615,1.0,3.0,3.2071349029490936,1.0,8.0,3.0,4.571428571428571,93.96
309,17460495,2014-01-19,28,106716,2.0,0.0,1032,0,0,3.672534172163817,3.0,8.0,3.3094381626464875,4.0,1.0,2.0,4.428571428571429,93.96
311,17461976,2014-01-19,30,106716,2.0,0.0,1032,0,0,3.6621457611565886,3.0,4.0,3.4016802570830458,2.0,4.0,2.0,4.285714285714286,93.96
314,17466290,2014-01-19,34,106716,8.0,0.0,1032,0,0,3.688922639174141,10.0,3.0,2.886751345948129,2.0,2.0,10.0,4.0,93.96
316,17467632,2014-01-19,35,106716,4.0,0.0,1032,0,0,3.690831089240557,3.0,3.0,2.8535691936340264,8.0,2.0,2.0,4.142857142857143,93.96
318,17468465,2014-01-19,36,106716,3.0,0.0,1032,0,0,3.6866187045500656,8.0,1.0,2.299068134204441,4.0,8.0,4.0,3.4285714285714284,93.96
320,17491752,2014-01-19,51,106716,8.0,0.0,1032,0,0,3.7127604093709743,1.0,4.0,2.572750982712401,3.0,4.0,1.0,4.428571428571429,93.96
322,17521364,2014-01-20,24,106716,2.0,0.0,1032,0,0,3.702442575579583,4.0,3.0,2.73426232761059,8.0,3.0,8.0,4.142857142857143,93.96
324,17524070,2014-01-20,26,106716,5.0,0.0,1032,0,0,3.710212380516232,2.0,4.0,2.572750982712401,2.0,8.0,6.0,4.571428571428571,93.96
326,17525084,2014-01-20,27,106716,5.0,0.0,1032,0,0,3.717889687775064,2.0,1.0,2.3094010767585043,5.0,2.0,3.0,5.0,93.96
328,17526426,2014-01-20,28,106716,3.0,0.0,1032,0,0,3.713641819800064,8.0,5.0,1.976047040118709,5.0,5.0,2.0,4.285714285714286,93.96
330,17527717,2014-01-20,30,106716,2.0,0.0,1032,0,0,3.70356157380124,4.0,1.0,2.160246899469288,3.0,5.0,1.0,4.0,93.96
333,17531764,2014-01-20,34,106716,4.0,0.0,1032,0,0,3.705295131849186,3.0,3.0,2.1157009420498163,2.0,3.0,3.0,4.142857142857143,93.96
335,17533116,2014-01-20,35,106716,1.0,0.0,1032,0,0,3.689566671780295,8.0,1.0,1.5735915849388873,4.0,2.0,1.0,3.142857142857143,93.96
337,17533848,2014-01-20,36,106716,8.0,0.0,1032,0,0,3.71448247136538,2.0,2.0,2.3094010767585043,1.0,4.0,1.0,4.0,93.96
339,17555701,2014-01-20,51,106716,2.0,0.0,1032,0,0,3.7046291238287976,5.0,3.0,2.3704530408864093,8.0,1.0,1.0,3.571428571428572,93.96
341,17584815,2014-01-21,24,106716,3.0,0.0,1032,0,0,3.700602671692633,5.0,4.0,2.2886885410853184,2.0,8.0,4.0,3.2857142857142856,94.51
