id,date,store_nbr,item_nbr,unit_sales,onpromotion,family,class,perishable,outlier_flag,holiday_flag,expanding_mean,lag_7,lag_30,rolling_std_7,lag_1,lag_2,lag_5,lag_10,lag_12,rolling_mean_7,dcoilwtico
16431624,2014-01-03,36,106716,7.0,0.0,GROCERY I,1032,0,0,0,4.76870881822162,7.0,,2.3603873774083306,2.0,6.0,7.0,,,4.285714285714286,93.66
16432502,2014-01-03,36,1158720,68.0,0.0,GROCERY I,1040,0,0,0,47.111111111111114,10.0,,32.55471584593429,49.0,82.0,10.0,,,33.142857142857146,93.66
16454055,2014-01-03,51,106716,2.0,0.0,GROCERY I,1032,0,0,0,4.630273377310539,7.0,,2.149196970742241,7.0,2.0,7.0,,,3.5714285714285716,93.66
16485554,2014-01-04,24,106716,1.0,0.0,GROCERY I,1032,0,0,0,4.457403216486228,4.0,,2.3401261667248807,2.0,7.0,4.0,,,3.142857142857143,93.66
16486653,2014-01-04,24,1158720,13.0,0.0,GROCERY I,1040,0,0,0,45.31578947368421,7.0,,31.822423959633685,68.0,49.0,7.0,,,34.0,93.66
16488521,2014-01-04,26,106716,3.0,0.0,GROCERY I,1032,0,0,0,4.391157615736854,2.0,,2.288688541085319,1.0,2.0,2.0,,,3.2857142857142856,93.66
16489313,2014-01-04,26,1158720,17.0,0.0,GROCERY I,1040,0,0,0,43.9,9.0,,30.905385568584293,13.0,68.0,9.0,,,35.142857142857146,93.66
16489674,2014-01-04,27,106716,3.0,0.0,GROCERY I,1032,0,0,0,4.330672502009165,2.0,,2.2253945610567487,3.0,1.0,2.0,,,3.4285714285714284,93.66
16490704,2014-01-04,27,1158720,9.0,0.0,GROCERY I,1040,0,0,0,42.23809523809524,5.0,,30.2859389030305,17.0,13.0,5.0,,,35.714285714285715,93.66
16491219,2014-01-04,28,106716,3.0,0.0,GROCERY I,1032,0,0,0,4.27522781442545,6.0,,1.9148542155126784,3.0,3.0,6.0,,,3.0,93.66
16492223,2014-01-04,28,1158720,30.0,0.0,GROCERY I,1040,0,0,0,41.68181818181818,12.0,,28.657252053155695,9.0,17.0,12.0,,,38.285714285714285,93.66
16492658,2014-01-04,30,106716,2.0,0.0,GROCERY I,1032,0,0,0,4.184218701848431,2.0,,1.9148542155126784,3.0,3.0,2.0,,,3.0,93.66
16493346,2014-01-04,30,1158720,42.0,0.0,GROCERY I,1040,0,0,0,41.69565217391305,82.0,,21.609080983521306,30.0,9.0,82.0,,,32.57142857142857,93.66
16495038,2014-01-04,32,106716,1.0,0.0,GROCERY I,1032,0,0,0,4.061748751777338,7.0,,0.8997354108424435,2.0,3.0,7.0,,,2.142857142857143,93.66
16495603,2014-01-04,32,1158720,40.0,0.0,GROCERY I,1040,0,0,0,41.625,49.0,,20.71806205314813,42.0,30.0,49.0,,,31.285714285714285,93.66
16496949,2014-01-04,34,106716,8.0,0.0,GROCERY I,1032,0,0,0,4.2076099091189185,2.0,,2.3804761428476184,1.0,2.0,2.0,,,3.0,93.66
16497919,2014-01-04,34,1158720,136.0,0.0,GROCERY I,1040,0,0,0,45.4,68.0,,43.84062043356596,40.0,42.0,68.0,,,41.0,93.66
16498339,2014-01-04,35,106716,3.0,0.0,GROCERY I,1032,0,0,0,4.164480983793243,1.0,,2.2146697055682845,8.0,1.0,1.0,,,3.2857142857142856,93.66
16498937,2014-01-04,35,1158720,41.0,0.0,GROCERY I,1040,0,0,0,45.23076923076923,13.0,,42.10304818735417,136.0,40.0,13.0,,,45.0,93.66
16499184,2014-01-04,36,106716,9.0,0.0,GROCERY I,1032,0,0,0,4.331223018834855,3.0,,3.0783421635988555,3.0,8.0,3.0,,,4.142857142857143,93.66
16500097,2014-01-04,36,1158720,51.0,0.0,GROCERY I,1040,0,0,0,45.44444444444444,17.0,,40.25513868410083,41.0,136.0,17.0,,,49.857142857142854,93.66
16522916,2014-01-04,51,106716,2.0,0.0,GROCERY I,1032,0,0,0,4.253515584873693,3.0,,3.16227766016838,9.0,3.0,3.0,,,4.0,93.66
16553679,2014-01-05,24,106716,4.0,0.0,GROCERY I,1032,0,0,0,4.245337662780993,3.0,3.0,3.1320159337914957,2.0,9.0,3.0,3.0,,4.142857142857143,93.66
16554689,2014-01-05,24,1158720,15.0,0.0,GROCERY I,1040,0,0,0,44.357142857142854,9.0,,39.292553517234815,51.0,41.0,9.0,,,50.714285714285715,93.66
16556359,2014-01-05,26,106716,6.0,0.0,GROCERY I,1032,0,0,0,4.300170860819087,2.0,2.0,3.039423504234848,4.0,2.0,2.0,2.0,,4.714285714285714,93.66
16557225,2014-01-05,26,1158720,13.0,0.0,GROCERY I,1040,0,0,0,43.275862068965516,30.0,,41.26222762492869,15.0,51.0,30.0,,,48.285714285714285,93.66
16557650,2014-01-05,27,106716,5.0,0.0,GROCERY I,1032,0,0,0,4.32137780443063,1.0,8.0,2.563479777846623,6.0,4.0,1.0,8.0,,5.285714285714286,93.66
16558700,2014-01-05,27,1158720,6.0,0.0,GROCERY I,1040,0,0,0,42.03333333333333,42.0,,44.30736797805595,13.0,15.0,42.0,,,43.142857142857146,93.66
16559245,2014-01-05,28,106716,2.0,0.0,GROCERY I,1032,0,0,0,4.253101986653258,8.0,4.0,2.507132682112036,5.0,6.0,8.0,4.0,,4.428571428571429,93.66
16560279,2014-01-05,28,1158720,381.0,0.0,GROCERY I,1040,0,0,0,52.96774193548387,40.0,28.0,134.9721311622373,6.0,13.0,40.0,28.0,,91.85714285714286,93.66
16560729,2014-01-05,30,106716,2.0,0.0,GROCERY I,1032,0,0,0,4.188727644177451,3.0,3.0,2.627691364061219,2.0,5.0,3.0,3.0,,4.285714285714286,93.66
16561395,2014-01-05,30,1158720,14.0,0.0,GROCERY I,1040,0,0,0,51.75,136.0,20.0,136.1933149887286,381.0,6.0,136.0,20.0,,74.42857142857143,93.66
16563623,2014-01-05,32,1158720,20.0,0.0,GROCERY I,1040,0,0,0,50.78787878787879,41.0,7.0,137.27934676279256,14.0,381.0,41.0,7.0,,71.42857142857143,93.66
16565908,2014-01-05,34,1158720,22.0,0.0,GROCERY I,1040,0,0,0,49.94117647058823,51.0,224.0,138.43134794994268,20.0,14.0,51.0,224.0,,67.28571428571429,93.66
16566314,2014-01-05,35,106716,1.0,0.0,GROCERY I,1032,0,0,0,4.100151876283633,9.0,1.0,1.8644544714716111,2.0,2.0,9.0,1.0,,3.142857142857143,93.66
16566872,2014-01-05,35,1158720,73.0,0.0,GROCERY I,1040,0,0,0,50.6,15.0,35.0,136.5025727997549,22.0,20.0,15.0,35.0,,75.57142857142857,93.66
16567125,2014-01-05,36,106716,3.0,0.0,GROCERY I,1032,0,0,0,4.07041804178948,2.0,7.0,1.799470821684877,1.0,2.0,2.0,7.0,,3.2857142857142856,93.66
16568026,2014-01-05,36,1158720,104.0,0.0,GROCERY I,1040,0,0,0,52.083333333333336,13.0,19.0,133.85795598675628,73.0,22.0,13.0,19.0,,88.57142857142857,93.66
16590372,2014-01-05,51,106716,7.0,0.0,GROCERY I,1032,0,0,0,4.147512303847652,4.0,6.0,2.288688541085319,3.0,1.0,4.0,6.0,,3.7142857142857144,93.66
16591522,2014-01-05,51,1158720,4.0,0.0,GROCERY I,1040,0,0,0,50.78378378378378,6.0,124.0,134.06554899962717,104.0,73.0,6.0,124.0,,88.28571428571429,93.66
16619391,2014-01-06,24,106716,4.0,0.0,GROCERY I,1032,0,0,0,4.143729937082328,6.0,4.0,2.0701966780270644,7.0,3.0,6.0,4.0,,3.4285714285714284,93.12
16620426,2014-01-06,24,1158720,13.0,0.0,GROCERY I,1040,0,0,0,49.78947368421053,381.0,49.0,37.59749231759252,4.0,104.0,381.0,49.0,,35.714285714285715,93.12
16622091,2014-01-06,26,106716,6.0,0.0,GROCERY I,1032,0,0,0,4.19013668865527,5.0,13.605467546210788,2.2253945610567487,4.0,7.0,5.0,13.605467546210788,,3.5714285714285716,93.12
16622772,2014-01-06,26,1158720,5.0,0.0,GROCERY I,1040,0,0,0,48.64102564102564,14.0,93.0,38.60421886641036,13.0,4.0,14.0,93.0,,34.42857142857143,93.12
16623115,2014-01-06,27,106716,2.0,0.0,GROCERY I,1032,0,0,0,4.136718720639287,2.0,2.0,2.2253945610567487,6.0,4.0,2.0,2.0,,3.5714285714285716,93.12
16624010,2014-01-06,27,1158720,8.0,0.0,GROCERY I,1040,0,0,0,47.625,20.0,7.0,39.60519446450716,5.0,13.0,20.0,7.0,,32.714285714285715,93.12
16624466,2014-01-06,28,106716,3.0,0.0,GROCERY I,1032,0,0,0,4.109653989195495,2.0,7.0,2.1380899352993965,2.0,6.0,2.0,7.0,,3.7142857142857144,93.12
16625343,2014-01-06,28,1158720,422.0,0.0,GROCERY I,1040,0,0,0,56.75609756097561,22.0,10.0,151.64808886742642,8.0,5.0,22.0,10.0,,89.85714285714286,93.12
16625721,2014-01-06,30,106716,6.0,0.0,GROCERY I,1032,0,0,0,4.153615524330483,1.0,7.0,1.9023794624226846,3.0,2.0,1.0,7.0,,4.428571428571429,93.12
16626335,2014-01-06,30,1158720,17.0,0.0,GROCERY I,1040,0,0,0,55.80952380952381,73.0,7.0,154.14217308643836,422.0,8.0,73.0,7.0,,81.85714285714286,93.12
16627842,2014-01-06,32,106716,1.0,0.0,GROCERY I,1032,0,0,0,4.081942444232063,3.0,4.0,2.2677868380553647,6.0,3.0,3.0,4.0,,4.142857142857143,93.12
16628349,2014-01-06,32,1158720,24.0,0.0,GROCERY I,1040,0,0,0,55.06976744186046,104.0,9.0,155.1889784991803,17.0,422.0,104.0,9.0,,70.42857142857143,93.12
16629610,2014-01-06,34,106716,3.0,0.0,GROCERY I,1032,0,0,0,4.057899278804684,7.0,2.0,1.9023794624226857,1.0,6.0,7.0,2.0,,3.5714285714285716,93.12
16630495,2014-01-06,34,1158720,121.0,0.0,GROCERY I,1040,0,0,0,56.56818181818182,4.0,5.0,153.12895281584142,24.0,17.0,4.0,5.0,,87.14285714285714,93.12
16630882,2014-01-06,35,106716,4.0,0.0,GROCERY I,1032,0,0,0,4.056640598830669,4.0,2.0,1.9023794624226857,3.0,1.0,4.0,2.0,,3.5714285714285716,93.12
16631427,2014-01-06,35,1158720,32.0,0.0,GROCERY I,1040,0,0,0,56.022222222222226,13.0,12.0,151.7579526432674,121.0,24.0,13.0,12.0,,89.85714285714286,93.12
16631669,2014-01-06,36,106716,6.0,0.0,GROCERY I,1032,0,0,0,4.097988671195974,6.0,6.0,1.9023794624226857,4.0,3.0,6.0,6.0,,3.5714285714285716,93.12
16632516,2014-01-06,36,1158720,57.0,0.0,GROCERY I,1040,0,0,0,56.04347826086956,5.0,82.0,148.14150249644683,32.0,121.0,5.0,82.0,,97.28571428571429,93.12
16653307,2014-01-06,51,106716,1.0,0.0,GROCERY I,1032,0,0,0,4.0334472405460575,2.0,2.0,2.070196678027065,6.0,4.0,2.0,2.0,,3.4285714285714284,93.12
16654377,2014-01-06,51,1158720,1.0,0.0,GROCERY I,1040,0,0,0,54.87234042553192,8.0,49.0,148.86651099303057,57.0,32.0,8.0,49.0,,96.28571428571429,93.12
16682279,2014-01-07,24,106716,7.0,0.0,GROCERY I,1032,0,0,0,4.093989133596138,3.0,7.0,2.449489742783179,1.0,6.0,3.0,7.0,,4.0,93.31
16683311,2014-01-07,24,1158720,6.0,0.0,GROCERY I,1040,0,0,0,53.854166666666664,422.0,68.0,41.44646575776424,1.0,57.0,422.0,68.0,,36.857142857142854,93.31
16684964,2014-01-07,26,106716,3.0,0.0,GROCERY I,1032,0,0,0,4.072109350924215,6.0,2.0,2.299068134204442,7.0,1.0,6.0,2.0,,3.5714285714285716,93.31
16685980,2014-01-07,27,106716,5.0,0.0,GROCERY I,1032,0,0,0,4.090303285219819,1.0,1.0,2.035400978396431,3.0,7.0,1.0,1.0,,4.142857142857143,93.31
16686867,2014-01-07,27,1158720,12.0,0.0,GROCERY I,1040,0,0,0,53.0,17.0,13.0,41.88646786822912,6.0,1.0,17.0,13.0,,36.142857142857146,93.31
16687315,2014-01-07,28,106716,3.0,0.0,GROCERY I,1032,0,0,0,4.069335914350207,3.0,3.0,2.035400978396431,5.0,3.0,3.0,3.0,,4.142857142857143,93.31
16688211,2014-01-07,28,1158720,118.0,0.0,GROCERY I,1040,0,0,0,54.3,24.0,17.0,51.34477299867742,12.0,6.0,24.0,17.0,,49.57142857142857,93.31
16688608,2014-01-07,30,106716,1.0,0.0,GROCERY I,1032,0,0,0,4.011423915966241,4.0,3.0,2.360387377408331,3.0,5.0,4.0,3.0,,3.7142857142857144,93.31
16689264,2014-01-07,30,1158720,12.0,0.0,GROCERY I,1040,0,0,0,53.470588235294116,121.0,9.0,41.69332480545697,118.0,12.0,121.0,9.0,,34.0,93.31
16690847,2014-01-07,32,106716,5.0,0.0,GROCERY I,1032,0,0,0,4.029730880485385,6.0,3.0,2.225394561056749,1.0,3.0,6.0,3.0,,3.5714285714285716,93.31
16691353,2014-01-07,32,1158720,12.0,0.0,GROCERY I,1040,0,0,0,52.67307692307692,32.0,30.0,42.53010138489589,12.0,118.0,32.0,30.0,,31.142857142857142,93.31
16692634,2014-01-07,34,106716,6.0,0.0,GROCERY I,1032,0,0,0,4.06555395538565,1.0,2.0,2.058663459163552,5.0,1.0,1.0,2.0,,4.285714285714286,93.31
16693502,2014-01-07,34,1158720,79.0,0.0,GROCERY I,1040,0,0,0,53.16981132075472,57.0,42.0,45.47055562197836,12.0,12.0,57.0,42.0,,34.285714285714285,93.31
16693896,2014-01-07,35,106716,3.0,0.0,GROCERY I,1032,0,0,0,4.046526206182335,7.0,1.0,1.7043362064926957,6.0,5.0,7.0,1.0,,3.7142857142857144,93.31
16694393,2014-01-07,35,1158720,81.0,0.0,GROCERY I,1040,0,0,0,53.68518518518518,1.0,40.0,45.76284623182976,79.0,12.0,1.0,40.0,,45.714285714285715,93.31
16694623,2014-01-07,36,106716,6.0,0.0,GROCERY I,1032,0,0,0,4.080797676249312,3.0,8.0,1.8644544714716105,3.0,6.0,3.0,8.0,,4.142857142857143,93.31
16695481,2014-01-07,36,1158720,44.0,0.0,GROCERY I,1040,0,0,0,53.50909090909091,6.0,136.0,42.39665305747838,81.0,79.0,6.0,136.0,,51.142857142857146,93.31
16716004,2014-01-07,51,106716,1.0,0.0,GROCERY I,1032,0,0,0,4.027680474934669,5.0,3.0,2.1491969707422416,6.0,3.0,5.0,3.0,,3.5714285714285716,93.31
16745293,2014-01-08,24,106716,5.0,0.0,GROCERY I,1032,0,0,0,4.044160466884929,3.0,9.0,2.1930626551751358,1.0,6.0,3.0,9.0,,3.857142857142857,91.9
16746344,2014-01-08,24,1158720,6.0,0.0,GROCERY I,1040,0,0,0,52.660714285714285,12.0,41.0,43.36939891103821,44.0,81.0,12.0,41.0,,50.285714285714285,91.9
16748769,2014-01-08,26,1158720,15.0,0.0,GROCERY I,1040,0,0,0,52.0,118.0,51.0,32.73559297796585,6.0,44.0,118.0,51.0,,35.57142857142857,91.9
16750040,2014-01-08,27,1158720,17.0,0.0,GROCERY I,1040,0,0,0,51.39655172413793,12.0,15.0,32.18547439303577,15.0,6.0,12.0,15.0,,36.285714285714285,91.9
16750518,2014-01-08,28,106716,3.0,0.0,GROCERY I,1032,0,0,0,4.026757792436846,1.0,2.0,1.8644544714716107,5.0,1.0,1.0,2.0,,4.142857142857143,91.9
16751403,2014-01-08,28,1158720,129.0,0.0,GROCERY I,1040,0,0,0,52.71186440677966,12.0,13.0,45.21430452117265,17.0,15.0,12.0,13.0,,53.0,91.9
16751782,2014-01-08,30,106716,2.0,0.0,GROCERY I,1032,0,0,0,3.9935322548559142,5.0,4.0,1.97604704011871,3.0,5.0,5.0,4.0,,3.7142857142857144,91.9
16752390,2014-01-08,30,1158720,7.0,0.0,GROCERY I,1040,0,0,0,51.95,79.0,6.0,46.48553282371583,129.0,17.0,79.0,6.0,,42.714285714285715,91.9
16753860,2014-01-08,32,106716,3.0,0.0,GROCERY I,1032,0,0,0,3.977507541067916,6.0,6.0,1.7043362064926972,2.0,3.0,6.0,6.0,,3.2857142857142856,91.9
16754326,2014-01-08,32,1158720,12.0,0.0,GROCERY I,1040,0,0,0,51.295081967213115,81.0,381.0,44.27726493897506,7.0,129.0,81.0,381.0,,32.857142857142854,91.9
16755591,2014-01-08,34,106716,3.0,0.0,GROCERY I,1032,0,0,0,3.961991548352552,3.0,5.0,1.7043362064926972,3.0,2.0,3.0,5.0,,3.2857142857142856,91.9
16756463,2014-01-08,34,1158720,62.0,0.0,GROCERY I,1040,0,0,0,51.46774193548387,44.0,14.0,45.53700745129226,12.0,7.0,44.0,14.0,,35.42857142857143,91.9
16756849,2014-01-08,35,106716,1.0,0.0,GROCERY I,1032,0,0,0,3.9157104304095434,6.0,2.0,1.3972762620115502,3.0,3.0,6.0,2.0,,2.5714285714285716,91.9
16757262,2014-01-08,35,1158720,55.0,0.0,GROCERY I,1040,0,0,0,51.523809523809526,6.0,20.0,43.99945887113137,62.0,12.0,6.0,20.0,,42.42857142857143,91.9
16757447,2014-01-08,36,106716,5.0,0.0,GROCERY I,1032,0,0,0,3.9323918084032425,1.0,2.0,1.4638501094228047,1.0,3.0,1.0,2.0,,3.142857142857143,91.9
16758248,2014-01-08,36,1158720,28.0,0.0,GROCERY I,1040,0,0,0,51.15625,15.0,22.0,42.90965037422346,55.0,62.0,15.0,22.0,,44.285714285714285,91.9
16779255,2014-01-08,51,106716,3.0,0.0,GROCERY I,1032,0,0,0,3.918264659791072,5.0,1.0,1.2149857925879184,5.0,1.0,5.0,1.0,,2.857142857142857,91.9
16780371,2014-01-08,51,1158720,3.0,0.0,GROCERY I,1040,0,0,0,50.41538461538462,17.0,73.0,44.683010513744804,28.0,55.0,17.0,73.0,,42.285714285714285,91.9
16808036,2014-01-09,24,106716,4.0,0.0,GROCERY I,1032,0,0,0,3.919484590241952,3.0,3.0,1.2909944487358116,3.0,5.0,3.0,3.0,,3.0,91.36
16809058,2014-01-09,24,1158720,8.0,0.0,GROCERY I,1040,0,0,0,49.77272727272727,129.0,104.0,24.30363484474423,3.0,28.0,129.0,104.0,,25.0,91.36
16810704,2014-01-09,26,106716,3.0,0.0,GROCERY I,1032,0,0,0,3.9059627580325116,2.0,7.0,1.2149857925879177,4.0,3.0,2.0,7.0,,3.142857142857143,91.36
16811319,2014-01-09,26,1158720,5.0,0.0,GROCERY I,1040,0,0,0,49.1044776119403,7.0,4.0,24.560905830976484,8.0,3.0,7.0,4.0,,24.714285714285715,91.36
16811636,2014-01-09,27,106716,3.0,0.0,GROCERY I,1032,0,0,0,3.892832862988562,3.0,4.0,1.2149857925879177,3.0,4.0,3.0,4.0,,3.142857142857143,91.36
16812515,2014-01-09,27,1158720,4.0,0.0,GROCERY I,1040,0,0,0,48.44117647058823,12.0,13.0,25.422150072047675,5.0,8.0,12.0,13.0,,23.571428571428573,91.36
16812997,2014-01-09,28,106716,2.0,0.0,GROCERY I,1032,0,0,0,3.865792393517297,3.0,6.0,1.2909944487358116,3.0,3.0,3.0,6.0,,3.0,91.36
16813864,2014-01-09,28,1158720,29.0,0.0,GROCERY I,1040,0,0,0,48.15942028985507,62.0,5.0,19.471591027516375,4.0,5.0,62.0,5.0,,18.857142857142858,91.36
16814246,2014-01-09,30,106716,2.0,0.0,GROCERY I,1032,0,0,0,3.8395136274114194,1.0,2.0,1.0690449676497042,2.0,3.0,1.0,2.0,,3.142857142857143,91.36
16814856,2014-01-09,30,1158720,14.0,0.0,GROCERY I,1040,0,0,0,47.67142857142857,55.0,8.0,11.195237082497721,29.0,4.0,55.0,8.0,,13.0,91.36
16816889,2014-01-09,32,1158720,27.0,0.0,GROCERY I,1040,0,0,0,47.38028169014085,28.0,422.0,10.976164652381506,14.0,29.0,28.0,422.0,,12.857142857142858,91.36
16818130,2014-01-09,34,106716,10.0,0.0,GROCERY I,1032,0,0,0,3.9250759381418163,5.0,3.0,2.7945525240230893,2.0,2.0,5.0,3.0,,3.857142857142857,91.36
16819016,2014-01-09,34,1158720,80.0,0.0,GROCERY I,1040,0,0,0,47.833333333333336,3.0,17.0,26.729687436934046,27.0,14.0,3.0,17.0,,23.857142857142858,91.36
16819411,2014-01-09,35,106716,2.0,0.0,GROCERY I,1032,0,0,0,3.8987050348795997,3.0,6.0,2.870208222079933,10.0,2.0,3.0,6.0,,3.7142857142857144,91.36
16819906,2014-01-09,35,1158720,32.0,0.0,GROCERY I,1040,0,0,0,47.61643835616438,8.0,24.0,25.882518461400956,80.0,27.0,8.0,24.0,,27.285714285714285,91.36
16820120,2014-01-09,36,106716,4.0,0.0,GROCERY I,1032,0,0,0,3.900073885759605,4.0,1.0,2.870208222079933,2.0,10.0,4.0,1.0,,3.7142857142857144,91.36
16820908,2014-01-09,36,1158720,62.0,0.0,GROCERY I,1040,0,0,0,47.810810810810814,5.0,121.0,26.657438879589456,32.0,80.0,5.0,121.0,,35.42857142857143,91.36
16841352,2014-01-09,51,106716,1.0,0.0,GROCERY I,1032,0,0,0,3.861406233949477,3.0,3.0,3.0472470011002226,4.0,2.0,3.0,3.0,,3.4285714285714284,91.36
16869992,2014-01-10,24,106716,8.0,0.0,GROCERY I,1032,0,0,0,3.9158614150817206,3.0,4.0,3.4846602621858493,1.0,4.0,3.0,4.0,,4.142857142857143,92.39
16871036,2014-01-10,24,1158720,5.0,0.0,GROCERY I,1040,0,0,0,47.24,4.0,32.0,26.46291205226126,62.0,32.0,4.0,32.0,,35.57142857142857,92.39
16872863,2014-01-10,26,106716,6.0,0.0,GROCERY I,1032,0,0,0,3.9429281499507893,2.0,6.0,3.4016802570830458,8.0,1.0,2.0,6.0,,4.714285714285714,92.39
16873879,2014-01-10,27,106716,3.0,0.0,GROCERY I,1032,0,0,0,3.930839327515523,2.0,1.0,3.28778402720188,6.0,8.0,2.0,1.0,,4.857142857142857,92.39
16874813,2014-01-10,27,1158720,52.0,0.0,GROCERY I,1040,0,0,0,47.30263157894737,29.0,57.0,26.93466521930782,5.0,62.0,29.0,57.0,,38.857142857142854,92.39
