,id,date,store_nbr,item_nbr,unit_sales,onpromotion,class,outlier_flag,holiday_flag,expanding_mean,lag_7,lag_30,rolling_std_7,lag_1,lag_2,lag_12,rolling_mean_7,dcoilwtico
206,17075051,2014-01-13,28,1158720,371.0,0.0,1040,0,0,55.0,8.0,27.0,127.34336784196232,13.0,65.0,10.0,89.0,91.45
208,17076066,2014-01-13,30,1158720,23.0,0.0,1040,0,0,54.68627450980392,83.0,80.0,129.80993431790588,371.0,13.0,7.0,80.42857142857143,91.45
209,17078143,2014-01-13,32,1158720,19.0,0.0,1040,0,0,54.33980582524272,5.0,32.0,128.55589853296908,23.0,371.0,9.0,82.42857142857143,91.45
211,17080348,2014-01-13,34,1158720,51.0,0.0,1040,0,0,54.30769230769231,36.0,62.0,127.7756590576587,19.0,23.0,5.0,84.57142857142857,91.45
213,17082291,2014-01-13,36,1158720,44.0,0.0,1040,0,0,54.20952380952381,50.0,5.0,128.06601720169465,51.0,19.0,12.0,83.71428571428571,91.45
216,17132952,2014-01-14,24,1158720,3.0,0.0,1040,0,0,53.72641509433962,65.0,52.0,131.6693188400757,44.0,51.0,82.0,74.85714285714286,92.15
220,17137712,2014-01-14,28,1158720,18.0,0.0,1040,0,0,53.39252336448598,13.0,424.0,131.2908439849699,3.0,44.0,49.0,75.57142857142857,92.15
222,17138771,2014-01-14,30,1158720,18.0,0.0,1040,0,0,53.06481481481482,371.0,20.0,16.62757319864146,18.0,3.0,68.0,25.142857142857142,92.15
224,17140823,2014-01-14,32,1158720,7.0,0.0,1040,0,0,52.642201834862384,23.0,26.0,18.013222656598117,18.0,18.0,13.0,22.857142857142858,92.15
226,17142961,2014-01-14,34,1158720,36.0,0.0,1040,0,0,52.49090909090909,19.0,69.0,18.544669366282896,7.0,18.0,17.0,25.285714285714285,92.15
228,17143848,2014-01-14,35,1158720,16.0,0.0,1040,0,0,52.16216216216216,51.0,13.0,14.795430439995686,36.0,7.0,9.0,20.285714285714285,92.15
230,17144937,2014-01-14,36,1158720,63.0,0.0,1040,0,0,52.25892857142857,44.0,33.0,20.510160083886618,16.0,36.0,30.0,23.0,92.15
233,17195626,2014-01-15,24,1158720,5.0,0.0,1040,0,0,51.84070796460177,3.0,5.0,20.196652244982364,63.0,16.0,42.0,23.285714285714285,93.78
237,17200881,2014-01-15,28,1158720,34.0,0.0,1040,0,0,51.68421052631579,18.0,8.0,20.40308099983196,5.0,63.0,40.0,25.571428571428573,93.78
239,17201909,2014-01-15,30,1158720,25.0,0.0,1040,0,0,51.45217391304348,18.0,2.0,20.13998628646597,34.0,5.0,136.0,26.571428571428573,93.78
240,17203915,2014-01-15,32,1158720,11.0,0.0,1040,0,0,51.10344827586207,7.0,121.0,19.53994687325207,25.0,34.0,41.0,27.142857142857142,93.78
242,17206067,2014-01-15,34,1158720,25.0,0.0,1040,0,0,50.88034188034188,36.0,17.0,19.14729870292509,11.0,25.0,51.0,25.571428571428573,93.78
244,17207000,2014-01-15,35,1158720,51.0,0.0,1040,0,0,50.88135593220339,16.0,12.0,20.735293124341663,25.0,11.0,15.0,30.571428571428573,93.78
246,17208035,2014-01-15,36,1158720,47.0,0.0,1040,0,0,50.84873949579832,63.0,94.0,17.133926245067656,51.0,25.0,13.0,28.285714285714285,93.78
248,17230075,2014-01-15,51,1158720,12.0,0.0,1040,0,0,50.525,5.0,456.0,15.691975504635645,47.0,51.0,6.0,29.285714285714285,93.78
250,17258950,2014-01-16,24,1158720,1.0,0.0,1040,0,0,50.11570247933884,34.0,22.0,18.70701421799776,12.0,47.0,381.0,24.571428571428573,93.54
254,17263889,2014-01-16,28,1158720,315.0,0.0,1040,0,0,52.28688524590164,25.0,2.0,111.3807284348,1.0,12.0,14.0,66.0,93.54
256,17264940,2014-01-16,30,1158720,12.0,0.0,1040,0,0,51.959349593495936,11.0,5.0,111.29903948586522,315.0,1.0,20.0,66.14285714285714,93.54
257,17267023,2014-01-16,32,1158720,7.0,0.0,1040,0,0,51.596774193548384,25.0,8.0,112.60825479341663,12.0,315.0,22.0,63.57142857142857,93.54
259,17269176,2014-01-16,34,1158720,82.0,0.0,1040,0,0,51.84,51.0,83.0,112.64102272262976,7.0,12.0,73.0,68.0,93.54
261,17270116,2014-01-16,35,1158720,54.0,0.0,1040,0,0,51.85714285714285,47.0,5.0,112.45443521711358,82.0,7.0,104.0,69.0,93.54
263,17271215,2014-01-16,36,1158720,8.0,0.0,1040,0,0,51.511811023622045,12.0,36.0,112.80197566658887,54.0,82.0,4.0,68.42857142857143,93.54
265,17293238,2014-01-16,51,1158720,2.0,0.0,1040,0,0,51.125,1.0,50.0,112.70293865269164,8.0,54.0,13.0,68.57142857142857,93.54
267,17322116,2014-01-17,24,1158720,5.0,0.0,1040,0,0,50.76744186046512,315.0,65.0,31.08437059420836,2.0,8.0,5.0,24.285714285714285,93.96
269,17324624,2014-01-17,26,1158720,2.0,0.0,1040,0,0,50.39230769230769,12.0,13.0,31.96054114804973,5.0,2.0,8.0,22.857142857142858,93.96
271,17325861,2014-01-17,27,1158720,2.0,0.0,1040,0,0,50.02290076335878,7.0,371.0,32.42647360531484,2.0,5.0,422.0,22.142857142857142,93.96
273,17327136,2014-01-17,28,1158720,10.0,0.0,1040,0,0,49.71969696969697,82.0,23.0,18.8540762297223,2.0,2.0,17.0,11.857142857142858,93.96
275,17328134,2014-01-17,30,1158720,9.0,0.0,1040,0,0,49.41353383458647,54.0,19.0,3.5523298860094856,10.0,2.0,24.0,5.428571428571429,93.96
276,17330132,2014-01-17,32,1158720,21.0,0.0,1040,0,0,49.20149253731344,8.0,51.0,6.921326600063789,9.0,10.0,121.0,7.285714285714286,93.96
278,17332277,2014-01-17,34,1158720,48.0,0.0,1040,0,0,49.19259259259259,2.0,44.0,16.4055739656632,21.0,9.0,32.0,13.857142857142858,93.96
280,17333174,2014-01-17,35,1158720,80.0,0.0,1040,0,0,49.419117647058826,5.0,3.0,29.1768009604498,48.0,21.0,57.0,24.571428571428573,93.96
282,17334215,2014-01-17,36,1158720,36.0,0.0,1040,0,0,49.32116788321168,2.0,18.0,27.57932282741978,80.0,48.0,1.0,29.428571428571427,93.96
284,17356572,2014-01-17,51,1158720,6.0,0.0,1040,0,0,49.0072463768116,2.0,18.0,26.95057204092937,36.0,80.0,6.0,30.0,93.96
286,17387736,2014-01-18,24,1158720,6.0,0.0,1040,0,0,48.69784172661871,10.0,7.0,27.482461940039222,6.0,36.0,12.0,29.428571428571427,93.96
288,17390485,2014-01-18,26,1158720,6.0,0.0,1040,0,0,48.392857142857146,9.0,36.0,27.87471972953253,6.0,6.0,118.0,29.0,93.96
290,17391882,2014-01-18,27,1158720,27.0,0.0,1040,0,0,48.241134751773046,21.0,16.0,27.679285705069184,6.0,6.0,12.0,29.857142857142858,93.96
292,17393378,2014-01-18,28,1158720,28.0,0.0,1040,0,0,48.098591549295776,48.0,63.0,26.50157228040109,27.0,6.0,12.0,27.0,93.96
294,17394544,2014-01-18,30,1158720,111.0,0.0,1040,0,0,48.53846153846154,80.0,5.0,37.246284570218606,28.0,27.0,79.0,31.428571428571427,93.96
295,17396820,2014-01-18,32,1158720,11.0,0.0,1040,0,0,48.27777777777778,36.0,34.0,37.9272486541824,111.0,28.0,81.0,27.857142857142858,93.96
297,17399204,2014-01-18,34,1158720,174.0,0.0,1040,0,0,49.144827586206894,6.0,25.0,65.1649920622736,11.0,111.0,44.0,51.85714285714285,93.96
299,17400208,2014-01-18,35,1158720,37.0,0.0,1040,0,0,49.06164383561644,6.0,11.0,62.52923125950576,174.0,11.0,6.0,56.285714285714285,93.96
301,17401375,2014-01-18,36,1158720,32.0,0.0,1040,0,0,48.94557823129252,6.0,25.0,59.755055574124086,37.0,174.0,15.0,60.0,93.96
303,17425284,2014-01-18,51,1158720,4.0,0.0,1040,0,0,48.641891891891895,27.0,51.0,62.44387956587969,32.0,37.0,17.0,56.71428571428572,93.96
306,17458487,2014-01-19,26,1158720,16.0,0.0,1040,0,0,48.42281879194631,28.0,47.0,63.51902602108016,4.0,32.0,129.0,55.0,93.96
308,17459951,2014-01-19,27,1158720,16.0,0.0,1040,0,0,48.20666666666666,111.0,12.0,59.58707114483005,16.0,4.0,7.0,41.42857142857143,93.96
310,17461509,2014-01-19,28,1158720,85.0,0.0,1040,0,0,48.450331125827816,11.0,1.0,59.85259671337013,16.0,16.0,12.0,52.0,93.96
312,17462637,2014-01-19,30,1158720,19.0,0.0,1040,0,0,48.25657894736842,174.0,315.0,26.667261898118586,85.0,16.0,62.0,29.857142857142858,93.96
313,17464903,2014-01-19,32,1158720,41.0,0.0,1040,0,0,48.209150326797385,37.0,12.0,26.8877738191984,19.0,85.0,55.0,30.428571428571427,93.96
315,17467217,2014-01-19,34,1158720,54.0,0.0,1040,0,0,48.24675324675325,32.0,7.0,28.34817538430009,41.0,19.0,28.0,33.57142857142857,93.96
317,17468215,2014-01-19,35,1158720,25.0,0.0,1040,0,0,48.096774193548384,4.0,82.0,25.683049811481467,54.0,41.0,3.0,36.57142857142857,93.96
319,17469338,2014-01-19,36,1158720,55.0,0.0,1040,0,0,48.14102564102564,16.0,54.0,24.687571579160668,25.0,54.0,8.0,42.142857142857146,93.96
321,17492876,2014-01-19,51,1158720,8.0,0.0,1040,0,0,47.88535031847134,16.0,8.0,26.236107434856343,55.0,25.0,5.0,41.0,93.96
323,17522412,2014-01-20,24,1158720,3.0,0.0,1040,0,0,47.60126582278481,85.0,2.0,21.124348397952662,8.0,55.0,4.0,29.285714285714285,93.96
325,17524747,2014-01-20,26,1158720,1.0,0.0,1040,0,0,47.30817610062893,19.0,5.0,23.542261897236745,3.0,8.0,29.0,26.714285714285715,93.96
327,17525978,2014-01-20,27,1158720,8.0,0.0,1040,0,0,47.0625,41.0,2.0,23.508863576673715,1.0,3.0,14.0,22.0,93.96
329,17527315,2014-01-20,28,1158720,11.0,0.0,1040,0,0,46.838509316770185,54.0,2.0,18.92466266919561,8.0,1.0,27.0,15.857142857142858,93.96
331,17528343,2014-01-20,30,1158720,14.0,0.0,1040,0,0,46.63580246913581,25.0,10.0,18.49066688642545,11.0,8.0,80.0,14.285714285714286,93.96
332,17530453,2014-01-20,32,1158720,19.0,0.0,1040,0,0,46.466257668711656,55.0,9.0,6.20291790016431,14.0,11.0,32.0,9.142857142857142,93.96
334,17532700,2014-01-20,34,1158720,46.0,0.0,1040,0,0,46.46341463414634,8.0,21.0,15.175167685587631,19.0,14.0,62.0,14.571428571428571,93.96
336,17533609,2014-01-20,35,1158720,46.0,0.0,1040,0,0,46.46060606060606,3.0,48.0,18.12653934349902,46.0,19.0,5.0,20.714285714285715,93.96
338,17534710,2014-01-20,36,1158720,54.0,0.0,1040,0,0,46.506024096385545,1.0,80.0,19.533853397919685,46.0,46.0,52.0,28.285714285714285,93.96
340,17556758,2014-01-20,51,1158720,3.0,0.0,1040,0,0,46.24550898203593,8.0,36.0,20.46832628605404,54.0,46.0,424.0,27.571428571428573,93.96
342,17585862,2014-01-21,24,1158720,10.0,0.0,1040,0,0,46.02976190476191,11.0,6.0,20.60628660431174,3.0,54.0,20.0,27.428571428571427,94.51
345,17589335,2014-01-21,27,1158720,6.0,0.0,1040,0,0,45.79289940828402,14.0,6.0,21.669596871456065,10.0,3.0,26.0,26.285714285714285,94.51
347,17590728,2014-01-21,28,1158720,231.0,0.0,1040,0,0,46.88235294117647,19.0,6.0,79.84538630557,6.0,10.0,69.0,56.57142857142857,94.51
349,17591811,2014-01-21,30,1158720,37.0,0.0,1040,0,0,46.82456140350877,46.0,27.0,80.11598734691735,231.0,6.0,13.0,55.285714285714285,94.51
351,17593955,2014-01-21,32,1158720,16.0,0.0,1040,0,0,46.645348837209305,46.0,28.0,81.4861951498534,37.0,231.0,33.0,51.0,94.51
353,17596169,2014-01-21,34,1158720,55.0,0.0,1040,0,0,46.69364161849711,54.0,111.0,81.49320742947138,16.0,37.0,5.0,51.142857142857146,94.51
355,17597109,2014-01-21,35,1158720,50.0,0.0,1040,0,0,46.71264367816092,3.0,11.0,78.75580099571195,55.0,16.0,8.0,57.85714285714285,94.51
357,17598246,2014-01-21,36,1158720,27.0,0.0,1040,0,0,46.6,10.0,174.0,77.282413449448,50.0,55.0,2.0,60.285714285714285,94.51
359,17619985,2014-01-21,51,1158720,10.0,0.0,1040,0,0,46.39204545454545,6.0,37.0,76.8275744148947,27.0,50.0,121.0,60.85714285714285,94.51
