id,store_nbr,item_nbr,unit_sales,onpromotion,class,perishable,dcoilwtico,outlier_flag,holiday_flag,expanding_mean,lag_1,lag_2,lag_5,lag_10,lag_12,lag_30,rolling_std_7,day_of_week,month,is_weekend
16422576,26,1158720,10.0,0,1040.0,0.0,93.66,0,0,28.708333333333332,7.0,93.0,19.0,28.0,,,44.60354459542639,4,1,0
16422931,27,106716,4.0,0,1032.0,0.0,93.66,0,0,27.72,7.0,7.0,4.0,4.0,2.0,,5.597618541248888,4,1,0
16423871,27,1158720,7.0,0,1040.0,0.0,93.66,0,0,26.923076923076923,10.0,7.0,124.0,20.0,,,47.160819088973184,4,1,0
16424329,28,106716,2.0,0,1032.0,0.0,93.66,0,0,26.0,4.0,7.0,19.0,3.0,8.0,,5.912053869204928,4,1,0
16425163,28,1158720,9.0,0,1040.0,0.0,93.66,0,0,25.392857142857142,7.0,10.0,49.0,7.0,28.0,,48.18960567630841,4,1,0
16426147,30,1158720,5.0,0,1040.0,0.0,93.66,0,0,24.689655172413794,9.0,7.0,93.0,224.0,20.0,,33.47991579894972,4,1,0
16427734,32,106716,2.0,0,1032.0,0.0,93.66,0,0,23.933333333333334,2.0,4.0,2.0,1.0,4.0,,6.094494002200442,4,1,0
16428249,32,1158720,12.0,0,1040.0,0.0,93.66,0,0,23.548387096774192,5.0,9.0,7.0,35.0,7.0,,32.082482981928244,4,1,0
16429512,34,106716,6.0,0,1032.0,0.0,93.66,0,0,23.0,2.0,2.0,7.0,7.0,3.0,,2.3603873774083346,4,1,0
16430417,34,1158720,82.0,0,1040.0,0.0,93.66,0,0,24.78787878787879,12.0,5.0,10.0,19.0,224.0,,27.93700396385038,4,1,0
16430825,35,106716,2.0,0,1032.0,0.0,93.66,0,0,24.11764705882353,6.0,2.0,7.0,6.0,1.0,,2.3603873774083346,4,1,0
16431386,35,1158720,49.0,0,1040.0,0.0,93.66,0,0,24.82857142857143,82.0,12.0,7.0,124.0,35.0,,29.435967632748063,4,1,0
16431624,36,106716,7.0,0,1032.0,0.0,93.66,0,0,24.333333333333332,2.0,6.0,4.0,4.0,7.0,,2.3603873774083346,4,1,0
16432502,36,1158720,68.0,0,1040.0,0.0,93.66,0,0,25.513513513513512,49.0,82.0,9.0,49.0,19.0,,32.55471584593429,4,1,0
16454055,51,106716,2.0,0,1032.0,0.0,93.66,0,0,24.894736842105264,7.0,2.0,2.0,19.0,6.0,,2.149196970742246,4,1,0
16485554,24,106716,1.0,0,1032.0,0.0,93.66,0,0,24.28205128205128,2.0,7.0,2.0,2.0,4.0,,2.3401261667248856,5,1,1
16486653,24,1158720,13.0,0,1040.0,0.0,93.66,0,0,24.0,68.0,49.0,5.0,93.0,124.0,,31.82242395963368,5,1,1
16488521,26,106716,3.0,0,1032.0,0.0,93.66,0,0,23.48780487804878,1.0,2.0,6.0,7.0,19.0,,2.2886885410853237,5,1,1
16489313,26,1158720,17.0,0,1040.0,0.0,93.66,0,0,23.333333333333332,13.0,68.0,12.0,7.0,49.0,,30.905385568584293,5,1,1
16489674,27,106716,3.0,0,1032.0,0.0,93.66,0,0,22.86046511627907,3.0,1.0,2.0,7.0,2.0,,2.2253945610567536,5,1,1
16490704,27,1158720,9.0,0,1040.0,0.0,93.66,0,0,22.545454545454547,17.0,13.0,82.0,10.0,93.0,,30.2859389030305,5,1,1
16491219,28,106716,3.0,0,1032.0,0.0,93.66,0,0,22.11111111111111,3.0,3.0,7.0,4.0,7.0,,1.9148542155126842,5,1,1
16492223,28,1158720,30.0,0,1040.0,0.0,93.66,0,0,22.282608695652176,9.0,17.0,49.0,7.0,7.0,,28.657252053155695,5,1,1
16492658,30,106716,2.0,0,1032.0,0.0,93.66,0,0,21.851063829787233,3.0,3.0,2.0,2.0,7.0,,1.9148542155126842,5,1,1
16493346,30,1158720,42.0,0,1040.0,0.0,93.66,0,0,22.270833333333332,30.0,9.0,68.0,9.0,10.0,,21.609080983521306,5,1,1
16495038,32,106716,1.0,0,1032.0,0.0,93.66,0,0,21.836734693877553,2.0,3.0,1.0,2.0,4.0,,0.8997354108424568,5,1,1
16495603,32,1158720,40.0,0,1040.0,0.0,93.66,0,0,22.2,42.0,30.0,13.0,5.0,7.0,,20.71806205314813,5,1,1
16496949,34,106716,8.0,0,1032.0,0.0,93.66,0,0,21.92156862745098,1.0,2.0,3.0,6.0,2.0,,2.380476142847623,5,1,1
16497919,34,1158720,136.0,0,1040.0,0.0,93.66,0,0,24.115384615384617,40.0,42.0,17.0,12.0,9.0,,43.84062043356596,5,1,1
16498339,35,106716,3.0,0,1032.0,0.0,93.66,0,0,23.71698113207547,8.0,1.0,3.0,2.0,2.0,,2.2146697055682893,5,1,1
16498937,35,1158720,41.0,0,1040.0,0.0,93.66,0,0,24.037037037037038,136.0,40.0,9.0,82.0,5.0,,42.103048187354176,5,1,1
16499184,36,106716,9.0,0,1032.0,0.0,93.66,0,0,23.763636363636362,3.0,8.0,3.0,7.0,6.0,,3.0783421635988586,5,1,1
16500097,36,1158720,51.0,0,1040.0,0.0,93.66,0,0,24.25,41.0,136.0,30.0,49.0,12.0,,40.25513868410083,5,1,1
16522916,51,106716,2.0,0,1032.0,0.0,93.66,0,0,23.859649122807017,9.0,3.0,2.0,2.0,2.0,,3.1622776601683835,5,1,1
16553679,24,106716,4.0,0,1032.0,0.0,93.66,0,0,23.517241379310345,2.0,9.0,1.0,1.0,7.0,3.0,3.132015933791499,6,1,1
16554689,24,1158720,15.0,0,1040.0,0.0,93.66,0,0,23.372881355932204,51.0,41.0,42.0,68.0,82.0,,39.29255351723482,6,1,1
16556359,26,106716,6.0,0,1032.0,0.0,93.66,0,0,23.083333333333332,4.0,2.0,8.0,3.0,2.0,2.0,3.039423504234851,6,1,1
16557225,26,1158720,13.0,0,1040.0,0.0,93.66,0,0,22.918032786885245,15.0,51.0,40.0,13.0,49.0,,41.2622276249287,6,1,1
16557650,27,106716,5.0,0,1032.0,0.0,93.66,0,0,22.629032258064516,6.0,4.0,3.0,3.0,1.0,8.0,2.5634797778466267,6,1,1
16558700,27,1158720,6.0,0,1040.0,0.0,93.66,0,0,22.365079365079364,13.0,15.0,136.0,17.0,68.0,,44.30736797805595,6,1,1
16559245,28,106716,2.0,0,1032.0,0.0,93.66,0,0,22.046875,5.0,6.0,9.0,3.0,3.0,4.0,2.5071326821120397,6,1,1
16560279,28,1158720,381.0,0,1040.0,0.0,93.66,0,0,27.56923076923077,6.0,13.0,41.0,9.0,13.0,28.0,134.9721311622373,6,1,1
16560729,30,106716,2.0,0,1032.0,0.0,93.66,0,0,27.181818181818183,2.0,5.0,2.0,2.0,3.0,3.0,2.6276913640612225,6,1,1
16561395,30,1158720,14.0,0,1040.0,0.0,93.66,0,0,26.98507462686567,381.0,6.0,51.0,30.0,17.0,20.0,136.1933149887286,6,1,1
16563623,32,1158720,20.0,0,1040.0,0.0,93.66,0,0,26.88235294117647,14.0,381.0,15.0,42.0,9.0,7.0,137.27934676279256,6,1,1
16565908,34,1158720,22.0,0,1040.0,0.0,93.66,0,0,26.81159420289855,20.0,14.0,13.0,40.0,30.0,224.0,138.43134794994268,6,1,1
16566314,35,106716,1.0,0,1032.0,0.0,93.66,0,0,26.442857142857143,2.0,2.0,4.0,1.0,3.0,1.0,1.8644544714716165,6,1,1
16566872,35,1158720,73.0,0,1040.0,0.0,93.66,0,0,27.098591549295776,22.0,20.0,6.0,136.0,42.0,35.0,136.5025727997549,6,1,1
16567125,36,106716,3.0,0,1032.0,0.0,93.66,0,0,26.76388888888889,1.0,2.0,6.0,8.0,2.0,7.0,1.7994708216848823,6,1,1
16568026,36,1158720,104.0,0,1040.0,0.0,93.66,0,0,27.82191780821918,73.0,22.0,381.0,41.0,40.0,19.0,133.85795598675628,6,1,1
16590372,51,106716,7.0,0,1032.0,0.0,93.66,0,0,27.54054054054054,3.0,1.0,5.0,3.0,1.0,6.0,2.288688541085323,6,1,1
16591522,51,1158720,4.0,0,1040.0,0.0,93.66,0,0,27.226666666666667,104.0,73.0,14.0,51.0,136.0,124.0,134.06554899962717,6,1,1
16619391,24,106716,4.0,0,1032.0,0.0,93.12,0,0,26.92105263157895,7.0,3.0,2.0,9.0,8.0,4.0,2.0701966780270693,0,1,0
16620426,24,1158720,13.0,0,1040.0,0.0,93.12,0,0,26.74025974025974,4.0,104.0,20.0,15.0,41.0,49.0,37.59749231759253,0,1,0
16622091,26,106716,6.0,0,1032.0,0.0,93.12,0,0,26.474358974358974,4.0,7.0,2.0,2.0,3.0,19.0,2.225394561056753,0,1,0
16622772,26,1158720,5.0,0,1040.0,0.0,93.12,0,0,26.20253164556962,13.0,4.0,22.0,13.0,51.0,93.0,38.60421886641038,0,1,0
16623115,27,106716,2.0,0,1032.0,0.0,93.12,0,0,25.9,6.0,4.0,1.0,4.0,9.0,2.0,2.225394561056753,0,1,0
16624010,27,1158720,8.0,0,1040.0,0.0,93.12,0,0,25.679012345679013,5.0,13.0,73.0,6.0,15.0,7.0,39.60519446450717,0,1,0
16624466,28,106716,3.0,0,1032.0,0.0,93.12,0,0,25.402439024390244,2.0,6.0,3.0,6.0,2.0,7.0,2.1380899352994014,0,1,0
16625343,28,1158720,422.0,0,1040.0,0.0,93.12,0,0,30.180722891566266,8.0,5.0,104.0,381.0,13.0,10.0,151.64808886742642,0,1,0
16625721,30,106716,6.0,0,1032.0,0.0,93.12,0,0,29.892857142857142,3.0,2.0,7.0,5.0,4.0,7.0,1.9023794624226897,0,1,0
16626335,30,1158720,17.0,0,1040.0,0.0,93.12,0,0,29.741176470588236,422.0,8.0,4.0,14.0,6.0,7.0,154.14217308643836,0,1,0
16627842,32,106716,1.0,0,1032.0,0.0,93.12,0,0,29.406976744186046,6.0,3.0,4.0,2.0,6.0,4.0,2.2677868380553687,0,1,0
16628349,32,1158720,24.0,0,1040.0,0.0,93.12,0,0,29.344827586206897,17.0,422.0,13.0,20.0,381.0,9.0,155.1889784991803,0,1,0
16629610,34,106716,3.0,0,1032.0,0.0,93.12,0,0,29.045454545454547,1.0,6.0,6.0,2.0,5.0,2.0,1.902379462422691,0,1,0
16630495,34,1158720,121.0,0,1040.0,0.0,93.12,0,0,30.078651685393258,24.0,17.0,5.0,22.0,14.0,5.0,153.12895281584142,0,1,0
16630882,35,106716,4.0,0,1032.0,0.0,93.12,0,0,29.788888888888888,3.0,1.0,2.0,1.0,2.0,2.0,1.902379462422691,0,1,0
16631427,35,1158720,32.0,0,1040.0,0.0,93.12,0,0,29.813186813186814,121.0,24.0,8.0,73.0,20.0,12.0,151.7579526432674,0,1,0
16631669,36,106716,6.0,0,1032.0,0.0,93.12,0,0,29.554347826086957,4.0,3.0,3.0,3.0,2.0,6.0,1.902379462422691,0,1,0
16632516,36,1158720,57.0,0,1040.0,0.0,93.12,0,0,29.849462365591396,32.0,121.0,422.0,104.0,22.0,82.0,148.14150249644683,0,1,0
16653307,51,106716,1.0,0,1032.0,0.0,93.12,0,0,29.54255319148936,6.0,4.0,6.0,7.0,1.0,2.0,2.0701966780270697,0,1,0
16654377,51,1158720,1.0,0,1040.0,0.0,93.12,0,0,29.242105263157896,57.0,32.0,17.0,4.0,73.0,49.0,148.86651099303057,0,1,0
16682279,24,106716,7.0,0,1032.0,0.0,93.31,0,0,29.010416666666668,1.0,6.0,1.0,4.0,3.0,7.0,2.4494897427831837,1,1,0
16683311,24,1158720,6.0,0,1040.0,0.0,93.31,0,0,28.77319587628866,1.0,57.0,24.0,13.0,104.0,68.0,41.44646575776419,1,1,0
16684964,26,106716,3.0,0,1032.0,0.0,93.31,0,0,28.510204081632654,7.0,1.0,3.0,6.0,7.0,2.0,2.2990681342044463,1,1,0
16685980,27,106716,5.0,0,1032.0,0.0,93.31,0,0,28.272727272727273,3.0,7.0,4.0,2.0,4.0,1.0,2.0354009783964364,1,1,0
16686867,27,1158720,12.0,0,1040.0,0.0,93.31,0,0,28.11,6.0,1.0,121.0,5.0,4.0,13.0,41.88646786822907,1,1,0
16687315,28,106716,3.0,0,1032.0,0.0,93.31,0,0,27.861386138613863,5.0,3.0,6.0,3.0,6.0,3.0,2.0354009783964364,1,1,0
16688211,28,1158720,118.0,0,1040.0,0.0,93.31,0,0,28.745098039215687,12.0,6.0,32.0,8.0,13.0,17.0,51.344772998677385,1,1,0
16688608,30,106716,1.0,0,1032.0,0.0,93.31,0,0,28.475728155339805,3.0,5.0,1.0,6.0,2.0,3.0,2.3603873774083355,1,1,0
16689264,30,1158720,12.0,0,1040.0,0.0,93.31,0,0,28.317307692307693,118.0,12.0,57.0,422.0,5.0,9.0,41.69332480545692,1,1,0
16690847,32,106716,5.0,0,1032.0,0.0,93.31,0,0,28.095238095238095,1.0,3.0,7.0,1.0,3.0,3.0,2.2253945610567536,1,1,0
16691353,32,1158720,12.0,0,1040.0,0.0,93.31,0,0,27.943396226415093,12.0,118.0,1.0,17.0,8.0,30.0,42.53010138489585,1,1,0
16692634,34,106716,6.0,0,1032.0,0.0,93.31,0,0,27.738317757009344,5.0,1.0,3.0,3.0,6.0,2.0,2.058663459163557,1,1,0
16693502,34,1158720,79.0,0,1040.0,0.0,93.31,0,0,28.212962962962962,12.0,12.0,6.0,24.0,422.0,42.0,45.47055562197833,1,1,0
16693896,35,106716,3.0,0,1032.0,0.0,93.31,0,0,27.98165137614679,6.0,5.0,5.0,4.0,1.0,1.0,1.7043362064927017,1,1,0
16694393,35,1158720,81.0,0,1040.0,0.0,93.31,0,0,28.463636363636365,79.0,12.0,12.0,121.0,17.0,40.0,45.76284623182972,1,1,0
16694623,36,106716,6.0,0,1032.0,0.0,93.31,0,0,28.26126126126126,3.0,6.0,3.0,6.0,3.0,8.0,1.8644544714716158,1,1,0
16695481,36,1158720,44.0,0,1040.0,0.0,93.31,0,0,28.401785714285715,81.0,79.0,118.0,32.0,24.0,136.0,42.39665305747834,1,1,0
16716004,51,106716,1.0,0,1032.0,0.0,93.31,0,0,28.15929203539823,6.0,3.0,1.0,1.0,4.0,3.0,2.1491969707422465,1,1,0
16745293,24,106716,5.0,0,1032.0,0.0,91.9,0,0,27.95614035087719,1.0,6.0,5.0,7.0,6.0,9.0,2.1930626551751407,2,1,0
16746344,24,1158720,6.0,0,1040.0,0.0,91.9,0,0,27.765217391304347,44.0,81.0,12.0,57.0,121.0,41.0,43.36939891103817,2,1,0
16748769,26,1158720,15.0,0,1040.0,0.0,91.9,0,0,27.655172413793103,6.0,44.0,12.0,1.0,32.0,51.0,32.735592977965794,2,1,0
16750040,27,1158720,17.0,0,1040.0,0.0,91.9,0,0,27.564102564102566,15.0,6.0,79.0,6.0,57.0,15.0,32.18547439303572,2,1,0
16750518,28,106716,3.0,0,1032.0,0.0,91.9,0,0,27.35593220338983,5.0,1.0,6.0,3.0,1.0,2.0,1.8644544714716158,2,1,0
16751403,28,1158720,129.0,0,1040.0,0.0,91.9,0,0,28.210084033613445,17.0,15.0,81.0,12.0,1.0,13.0,45.214304521172615,2,1,0
16751782,30,106716,2.0,0,1032.0,0.0,91.9,0,0,27.991666666666667,3.0,5.0,3.0,5.0,7.0,4.0,1.976047040118715,2,1,0
16752390,30,1158720,7.0,0,1040.0,0.0,91.9,0,0,27.818181818181817,129.0,17.0,44.0,118.0,6.0,6.0,46.48553282371579,2,1,0
16753860,32,106716,3.0,0,1032.0,0.0,91.9,0,0,27.614754098360656,2.0,3.0,6.0,3.0,3.0,6.0,1.704336206492703,2,1,0
16754326,32,1158720,12.0,0,1040.0,0.0,91.9,0,0,27.48780487804878,7.0,129.0,6.0,12.0,12.0,381.0,44.277264938975016,2,1,0
16755591,34,106716,3.0,0,1032.0,0.0,91.9,0,0,27.29032258064516,3.0,2.0,1.0,1.0,5.0,5.0,1.704336206492703,2,1,0
16756463,34,1158720,62.0,0,1040.0,0.0,91.9,0,0,27.568,12.0,7.0,15.0,12.0,118.0,14.0,45.53700745129223,2,1,0
16756849,35,106716,1.0,0,1032.0,0.0,91.9,0,0,27.357142857142858,3.0,3.0,5.0,5.0,3.0,2.0,1.3972762620115573,2,1,0
16757262,35,1158720,55.0,0,1040.0,0.0,91.9,0,0,27.5748031496063,62.0,12.0,17.0,79.0,12.0,20.0,43.99945887113133,2,1,0
16757447,36,106716,5.0,0,1032.0,0.0,91.9,0,0,27.3984375,1.0,3.0,3.0,6.0,1.0,2.0,1.4638501094228114,2,1,0
16758248,36,1158720,28.0,0,1040.0,0.0,91.9,0,0,27.4031007751938,55.0,62.0,129.0,81.0,12.0,22.0,42.90965037422342,2,1,0
16779255,51,106716,3.0,0,1032.0,0.0,91.9,0,0,27.215384615384615,5.0,1.0,2.0,3.0,5.0,1.0,1.2149857925879266,2,1,0
16780371,51,1158720,3.0,0,1040.0,0.0,91.9,0,0,27.03053435114504,28.0,55.0,7.0,44.0,79.0,73.0,44.68301051374477,2,1,0
16808036,24,106716,4.0,0,1032.0,0.0,91.36,0,0,26.856060606060606,3.0,5.0,3.0,6.0,6.0,3.0,1.2909944487358191,3,1,0
16809058,24,1158720,8.0,0,1040.0,0.0,91.36,0,0,26.714285714285715,3.0,28.0,12.0,6.0,81.0,104.0,24.303634844744163,3,1,0
16810704,26,106716,3.0,0,1032.0,0.0,91.36,0,0,26.53731343283582,4.0,3.0,3.0,1.0,3.0,7.0,1.2149857925879257,3,1,0
16811319,26,1158720,5.0,0,1040.0,0.0,91.36,0,0,26.377777777777776,8.0,3.0,62.0,15.0,44.0,4.0,24.560905830976413,3,1,0
16811636,27,106716,3.0,0,1032.0,0.0,91.36,0,0,26.205882352941178,3.0,4.0,1.0,5.0,6.0,4.0,1.2149857925879257,3,1,0
16812515,27,1158720,4.0,0,1040.0,0.0,91.36,0,0,26.043795620437955,5.0,8.0,55.0,17.0,6.0,13.0,25.422150072047607,3,1,0
16812997,28,106716,2.0,0,1032.0,0.0,91.36,0,0,25.869565217391305,3.0,3.0,5.0,3.0,1.0,6.0,1.2909944487358191,3,1,0
16813864,28,1158720,29.0,0,1040.0,0.0,91.36,0,0,25.892086330935253,4.0,5.0,28.0,129.0,15.0,5.0,19.47159102751629,3,1,0
16814246,30,106716,2.0,0,1032.0,0.0,91.36,0,0,25.72142857142857,2.0,3.0,3.0,2.0,5.0,2.0,1.0690449676497134,3,1,0
16814856,30,1158720,14.0,0,1040.0,0.0,91.36,0,0,25.638297872340427,29.0,4.0,3.0,7.0,17.0,8.0,11.195237082497572,3,1,0
16816889,32,1158720,27.0,0,1040.0,0.0,91.36,0,0,25.64788732394366,14.0,29.0,8.0,12.0,129.0,422.0,10.976164652381353,3,1,0
16818130,34,106716,10.0,0,1032.0,0.0,91.36,0,0,25.53846153846154,2.0,2.0,4.0,3.0,3.0,3.0,2.794552524023093,3,1,0
16819016,34,1158720,80.0,0,1040.0,0.0,91.36,0,0,25.916666666666668,27.0,14.0,5.0,62.0,7.0,17.0,26.729687436933983,3,1,0
16819411,35,106716,2.0,0,1032.0,0.0,91.36,0,0,25.751724137931035,10.0,2.0,3.0,3.0,2.0,6.0,2.8702082220799365,3,1,0
16819906,35,1158720,32.0,0,1040.0,0.0,91.36,0,0,25.794520547945204,80.0,27.0,4.0,55.0,12.0,24.0,25.882518461400892,3,1,0
16820120,36,106716,4.0,0,1032.0,0.0,91.36,0,0,25.64625850340136,2.0,10.0,3.0,1.0,3.0,1.0,2.8702082220799365,3,1,0
16820908,36,1158720,62.0,0,1040.0,0.0,91.36,0,0,25.89189189189189,32.0,80.0,29.0,28.0,62.0,121.0,26.657438879589392,3,1,0
16841352,51,106716,1.0,0,1032.0,0.0,91.36,0,0,25.7248322147651,4.0,2.0,2.0,5.0,3.0,3.0,3.0472470011002257,3,1,0
16869992,24,106716,8.0,0,1032.0,0.0,92.39,0,0,25.606666666666666,1.0,4.0,2.0,3.0,1.0,4.0,3.4846602621858525,4,1,0
16871036,24,1158720,5.0,0,1040.0,0.0,92.39,0,0,25.47019867549669,62.0,32.0,14.0,3.0,55.0,32.0,26.462912052261196,4,1,0
16872863,26,106716,6.0,0,1032.0,0.0,92.39,0,0,25.342105263157894,8.0,1.0,10.0,4.0,5.0,6.0,3.4016802570830484,4,1,0
16873879,27,106716,3.0,0,1032.0,0.0,92.39,0,0,25.19607843137255,6.0,8.0,2.0,3.0,3.0,1.0,3.2877840272018832,4,1,0
16874813,27,1158720,52.0,0,1040.0,0.0,92.39,0,0,25.37012987012987,5.0,62.0,27.0,8.0,28.0,57.0,26.93466521930776,4,1,0
16875287,28,106716,2.0,0,1032.0,0.0,92.39,0,0,25.219354838709677,3.0,6.0,4.0,3.0,4.0,7.0,2.4976179127511213,4,1,0
16876132,28,1158720,424.0,0,1040.0,0.0,92.39,0,0,27.775641025641026,52.0,5.0,80.0,5.0,3.0,1.0,146.0911326796361,4,1,0
16876494,30,106716,1.0,0,1032.0,0.0,92.39,0,0,27.605095541401273,2.0,3.0,1.0,2.0,3.0,3.0,2.636736799982316,4,1,0
16877106,30,1158720,20.0,0,1040.0,0.0,92.39,0,0,27.556962025316455,424.0,52.0,32.0,4.0,8.0,6.0,146.6763524940281,4,1,0
16879128,32,1158720,26.0,0,1040.0,0.0,92.39,0,0,27.547169811320753,20.0,424.0,62.0,29.0,5.0,12.0,149.08466753908027,4,1,0
16880360,34,106716,3.0,0,1032.0,0.0,92.39,0,0,27.39375,1.0,2.0,8.0,2.0,3.0,5.0,2.636736799982316,4,1,0
16881285,34,1158720,69.0,0,1040.0,0.0,92.39,0,0,27.652173913043477,26.0,20.0,5.0,14.0,4.0,118.0,147.3849834051398,4,1,0
16881705,35,106716,1.0,0,1032.0,0.0,92.39,0,0,27.487654320987655,3.0,1.0,6.0,10.0,2.0,3.0,2.636736799982316,4,1,0
16882137,35,1158720,13.0,0,1040.0,0.0,92.39,0,0,27.39877300613497,69.0,26.0,52.0,27.0,29.0,12.0,150.2930470780335,4,1,0
16882342,36,106716,1.0,0,1032.0,0.0,92.39,0,0,27.23780487804878,1.0,3.0,3.0,2.0,2.0,1.0,1.8126539343499415,4,1,0
16883085,36,1158720,33.0,0,1040.0,0.0,92.39,0,0,27.272727272727273,13.0,69.0,424.0,80.0,14.0,12.0,148.10356736644349,4,1,0
16904075,51,106716,1.0,0,1032.0,0.0,92.39,0,0,27.1144578313253,1.0,1.0,2.0,4.0,10.0,5.0,0.951189731211363,4,1,0
16905157,51,1158720,5.0,0,1040.0,0.0,92.39,0,0,26.982035928143713,33.0,13.0,20.0,32.0,27.0,79.0,151.1993323240486,4,1,0
16935395,24,106716,4.0,0,1032.0,0.0,92.39,0,0,26.845238095238095,1.0,1.0,1.0,1.0,2.0,6.0,1.214985792587928,5,1,1
16936477,24,1158720,8.0,0,1040.0,0.0,92.39,0,0,26.733727810650887,5.0,33.0,26.0,62.0,80.0,81.0,21.828334578620154,5,1,1
16938396,26,106716,2.0,0,1032.0,0.0,92.39,0,0,26.58823529411765,4.0,1.0,3.0,8.0,4.0,3.0,1.214985792587928,5,1,1
16939586,27,106716,2.0,0,1032.0,0.0,92.39,0,0,26.444444444444443,2.0,4.0,1.0,6.0,1.0,6.0,1.1547005383792683,5,1,1
16940582,27,1158720,2.0,0,1040.0,0.0,92.39,0,0,26.302325581395348,8.0,5.0,69.0,5.0,32.0,44.0,23.49265336024766,5,1,1
16941110,28,106716,1.0,0,1032.0,0.0,92.39,0,0,26.15606936416185,2.0,2.0,1.0,3.0,8.0,1.0,1.1126972805283917,5,1,1
16942066,28,1158720,121.0,0,1040.0,0.0,92.39,0,0,26.701149425287355,2.0,8.0,13.0,52.0,62.0,6.0,44.25844014207367,5,1,1
16942507,30,106716,3.0,0,1032.0,0.0,92.39,0,0,26.565714285714286,1.0,2.0,1.0,2.0,6.0,5.0,1.1547005383792683,5,1,1
16943199,30,1158720,17.0,0,1040.0,0.0,92.39,0,0,26.511363636363637,121.0,2.0,33.0,424.0,5.0,15.0,42.0787244057973,5,1,1
16945428,32,1158720,12.0,0,1040.0,0.0,92.39,0,0,26.429378531073446,17.0,121.0,5.0,20.0,52.0,17.0,42.14148504626712,5,1,1
16946765,34,106716,8.0,0,1032.0,0.0,92.39,0,0,26.325842696629213,3.0,1.0,4.0,1.0,3.0,3.0,2.449489742783185,5,1,1
16947688,34,1158720,94.0,0,1040.0,0.0,92.39,0,0,26.70391061452514,12.0,17.0,8.0,26.0,424.0,129.0,49.02380374199178,5,1,1
16948101,35,106716,3.0,0,1032.0,0.0,92.39,0,0,26.572222222222223,8.0,3.0,2.0,3.0,2.0,2.0,2.2886885410853246,5,1,1
16948632,35,1158720,456.0,0,1040.0,0.0,92.39,0,0,28.944751381215468,94.0,12.0,2.0,69.0,20.0,7.0,163.24813132453423,5,1,1
